id_number,file,ncc,ssim,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
77,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray077_se3_log_map.csv,0.802006602,0.722184539,0.385596383,1.644398594,0.44981842,2.034465313,1.413527131,-0.098830044,-1.644192815,93.16087341,339.8792725,250.9221649
75,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray075_se3_log_map.csv,0.784850717,0.713689804,0.331025797,1.969047332,0.398703936,1.622663021,1.585110426,-0.083920933,-1.656592011,71.73168182,314.930481,246.4296417
71,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray071_se3_log_map.csv,0.717446625,0.804464996,0.570389259,1.457364106,0.559064644,2.050317049,1.535727143,0.000484258,-1.583063364,199.1007996,295.2893677,248.2702789
67,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray067_se3_log_map.csv,0.731097579,0.774949968,0.441527921,2.121625924,0.230544384,2.493111849,1.612651587,0.014170616,-1.58170855,165.9338837,305.5341492,245.940918
28,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray028_se3_log_map.csv,0.841864944,0.807849526,1.14207809,1.845033073,0.778695993,3.884248257,1.665706277,0.003311669,-1.552661657,196.4594269,260.8507385,237.6366577
60,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray060_se3_log_map.csv,0.797826171,0.788199306,0.251190278,1.602090025,0.115070983,1.487412691,2.222579241,0.012401302,-1.568561673,69.04992676,368.253418,245.5470734
34,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray034_se3_log_map.csv,0.775706768,0.720738709,1.047803271,1.443891668,0.165585776,5.119465351,1.680455685,0.002944355,-1.652720928,41.88084412,256.4053345,292.2103882
64,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray064_se3_log_map.csv,0.769915462,0.849014401,0.314665216,1.641489649,0.312877922,1.89234066,1.886570692,0.015436428,-1.575848341,127.0378494,339.7869263,245.4221191
37,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray037_se3_log_map.csv,0.740800142,0.770192742,0.506030071,1.72452035,0.464440596,2.596569061,1.718245149,0.008340069,-1.582355976,177.1512451,322.1591797,246.967865
100,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray100_se3_log_map.csv,0.755406618,0.863653481,0.34696101,1.910543227,0.277511122,1.214247465,2.109581232,-0.028576121,-1.677321553,34.50803757,223.5358124,235.4023132
86,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray086_se3_log_map.csv,0.791830301,0.687934875,0.480174798,1.899127507,0.452807846,1.893260002,1.772804618,-0.063716412,-1.665709734,50.46205521,284.5531921,260.7539978
97,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray097_se3_log_map.csv,0.760810852,0.844012618,0.524111319,2.314748192,0.312826334,2.182431698,2.193825483,-0.017572889,-1.678277493,33.35705948,207.1711121,233.4152527
38,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray038_se3_log_map.csv,0.778924704,0.797530293,0.523874211,1.367754841,0.383049357,2.509792328,1.88982749,0.010435413,-1.578966856,151.1759949,342.7644653,246.0124512
3,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray003_se3_log_map.csv,0.8025195,0.682025433,0.629770446,1.872545385,0.580939302,1.464130163,1.716889024,0.003946076,-1.675453305,66.0076828,251.8795471,249.4314423
48,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray048_se3_log_map.csv,0.73434943,0.777887702,0.867299426,1.374386096,0.399422632,4.235612869,1.880053043,-0.237225294,-1.613016605,153.0870819,337.2369995,292.157959
53,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray053_se3_log_map.csv,0.661913037,0.779161632,0.583201694,2.063354874,0.481107436,2.530841112,1.53089118,-0.238064364,-1.53208065,197.7730865,292.1702271,280.0561829
83,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray083_se3_log_map.csv,0.790854335,0.766555429,0.216496247,1.859743619,0.106692015,1.424975157,2.022493362,-0.037352547,-1.676730871,35.75783539,238.3815765,255.5866852
76,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray076_se3_log_map.csv,0.80211401,0.733746648,0.337658989,1.587917233,0.276002748,1.863134503,1.499494314,-0.087127335,-1.650175333,81.92847443,328.0177002,247.9530945
102,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray102_se3_log_map.csv,0.789385438,0.843713164,0.179707888,1.767198944,0.089337816,1.231429815,1.934344172,-0.04896133,-1.673127413,41.68553162,256.3349304,239.0439758
88,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray088_se3_log_map.csv,0.7975173,0.718191564,0.351731616,1.970879698,0.365982214,1.57157433,1.582116842,-0.082279392,-1.655447006,71.16679382,314.9125366,264.9884033
21,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray021_se3_log_map.csv,0.847909689,0.782146394,1.446857142,1.764565253,0.933374653,4.547266006,1.676204205,0.001168639,-1.566850781,221.8208313,267.7700806,268.7896729
33,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray033_se3_log_map.csv,0.790324152,0.690377593,0.850252914,2.261714363,0.739518885,1.982379079,1.680176258,0.001059175,-1.646347642,49.2292366,255.9927979,221.1935883
43,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray043_se3_log_map.csv,0.791352153,0.772135615,0.771394539,1.65124073,0.180413688,3.710371971,1.970665693,0.005698414,-1.579830527,137.8256989,351.23703,246.7914734
15,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray015_se3_log_map.csv,0.863433897,0.803809345,1.607342887,1.956110382,0.969192915,5.315014362,1.683864713,7.50E-05,-1.581742644,215.2217407,266.5980835,270.6097412
27,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray027_se3_log_map.csv,0.847789288,0.805866659,1.184801984,1.429886007,0.715521136,4.503787518,1.666212559,0.003000443,-1.561678171,194.1753387,261.4464722,248.2323761
11,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray011_se3_log_map.csv,0.849658191,0.789337695,1.595172095,1.924887085,0.941009787,5.127660275,1.698900223,0.00353033,-1.638337374,216.3458557,269.2304077,278.6523743
55,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray055_se3_log_map.csv,0.681146085,0.74357152,0.516429174,1.976702833,0.439194208,2.042974472,1.372270823,-0.222209081,-1.499287009,213.9634247,269.2536621,273.1305542
2,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray002_se3_log_map.csv,0.787023067,0.692699075,0.508034664,1.654320264,0.482436403,1.188801408,1.662481308,-0.002089711,-1.674645185,48.57427979,257.2988586,251.9613953
20,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray020_se3_log_map.csv,0.848973572,0.781124592,1.126019645,1.681898856,0.751298416,3.500197172,1.677421451,0.001172662,-1.567514896,222.1083984,268.0368958,268.8290405
59,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray059_se3_log_map.csv,0.719589114,0.795679927,0.433304358,1.716731334,0.308732506,2.385776281,1.700163126,0.01484109,-1.580489159,154.7997437,318.2337646,246.0505219
72,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray072_se3_log_map.csv,0.716592908,0.760558605,0.415479439,2.361462736,0.446322917,1.849895597,1.618078709,0.001193285,-1.582698584,189.6641998,308.0950928,247.3227081
0,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray000_se3_log_map.csv,0.770573974,0.71223712,0.892761159,2.395305538,0.747284944,1.993943691,1.686600089,0.000447869,-1.656605601,39.26729202,255.7154083,292.1669617
4,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray004_se3_log_map.csv,0.802083254,0.708614409,0.38735919,2.042940521,0.364707406,0.412034571,1.662005186,0.013015996,-1.605064273,60.60301208,252.5624695,248.2699127
95,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray095_se3_log_map.csv,0.818479776,0.747569025,0.267643395,1.857514286,0.269583308,1.309684515,1.502955198,-0.088367306,-1.648810863,79.59148407,327.5528259,267.0820313
94,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray094_se3_log_map.csv,0.772989213,0.694608033,0.305622536,1.958933973,0.256628662,1.510899067,1.672387242,-0.073033512,-1.660570979,60.44794083,301.2963867,262.8184509
24,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray024_se3_log_map.csv,0.854924262,0.815627813,0.873671818,1.754488373,0.663402132,2.934713364,1.670704484,0.000100017,-1.559648156,194.7007141,262.3282471,251.4582214
85,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray085_se3_log_map.csv,0.815474689,0.690355301,0.348712134,2.002130413,0.192651834,1.89683938,1.859821558,-0.056104109,-1.670477629,44.50959778,268.3465271,259.0047607
73,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray073_se3_log_map.csv,0.780316472,0.723252654,0.527867454,2.210761929,0.435127219,2.523884058,1.772333384,-0.065521859,-1.66646862,52.63566589,284.8551941,242.1330414
16,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray016_se3_log_map.csv,0.858520508,0.798564315,1.854205418,3.428327227,1.739843748,3.219931602,1.681308031,-0.000716001,-1.57825911,216.7395325,267.5250854,270.4846191
22,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray022_se3_log_map.csv,0.843367279,0.779024839,1.180793333,1.616003537,0.740618893,3.780433655,1.672904015,0.000649482,-1.567716599,222.9545135,267.6158142,269.145813
45,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray045_se3_log_map.csv,0.785240889,0.768487275,0.799290109,1.45279243,0.240315626,3.997160196,2.141424179,0.00666075,-1.577506065,108.847847,365.3624573,246.4683838
26,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray026_se3_log_map.csv,0.867196202,0.81069994,0.863113391,1.361509228,0.531624747,2.891186953,1.665695667,0.003305471,-1.580168486,193.9244385,262.3720398,270.4568787
12,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray012_se3_log_map.csv,0.877566874,0.833663344,0.726365554,1.733651662,0.637159634,2.310666561,1.683294177,0.002203556,-1.602928162,207.2384644,266.2269592,273.0153503
40,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray040_se3_log_map.csv,0.737693787,0.766693354,0.398686039,1.247340584,0.446974811,1.462042928,1.714517355,0.001082927,-1.582148671,176.8929443,321.519928,248.1656189
80,/home/zsr/project/diffpose/ours/deepfluoro/runs/2/norm/specimen02_xray080_se3_log_map.csv,0.784814239,0.814688563,0.297484878,1.723751688,0.078691949,1.527154684,2.192572832,-0.019230178,-1.679499507,31.89649773,205.6744385,252.6155853
